metro,price,minutes,way,provider,fee_percent,rooms,total_area,sector
Tverskaia,160000,5,1,0,0,3,87,Tverskoi
Dinamo,106500,15,1,1,0,3,67,Aeroport
Narodnoe Opolchenie,60000,13,1,0,70,2,52,Horoshevo-Mnevniki
Serpukhovskaia,62998,8,1,0,50,2,42,Zamoskvoreche
Perovo,44000,11,1,1,0,1,67,Novogireevo
Babushkinskaia,63000,22,1,0,0,4,70,Babuskinski
Izmailovskaia,40000,20,1,0,50,1,35,Sokolinaya Gora
Tekstilshchiki,38000,14,1,0,50,1,35,Tekstilshchiki
Polianka,95000,4,1,0,0,1,45,Yakimanka
Krylatskoe,45000,8,1,0,50,1,40,Krylatskoe
Sokol,70000,7,1,0,50,1,54,Sokol
VDNKh,160000,12,1,0,0,4,88,Ostankinski
Baumanskaia,100000,2,1,1,0,1,67,Basmanski
Kolomenskaia,60000,16,0,0,0,1,40,Nagatino-Sadovniki
Elektrozavodskaia,42000,9,1,0,50,1,34,Sokolinaya Gora
Prospekt Vernadskogo,55000,7,1,1,0,1,67,Prospect Vernadskogo
Olkhovaia,60000,42,0,0,50,2,75,Sosenskoe
Nagornaia,53000,4,1,0,0,1,67,Nagorni
Prospekt Vernadskogo,66000,9,1,0,50,2,60,Prospect Vernadskogo
Arbatskaia,200000,6,1,0,0,1,43,Arbat
Otradnoe,47000,11,1,0,100,1,67,Otradnoe
Buninskaia Alleia,55000,16,0,0,50,2,53,Uznoe Butovo
Alekseevskaia,60000,22,1,0,50,1,35,Alekseevski
Prospekt Vernadskogo,65000,16,1,0,50,2,58,Prospect Vernadskogo
Strogino,58000,22,1,0,50,1,44,Strogino
Rasskazovka,33000,11,0,0,60,1,42,Vnukovskoe
Miakinino,47000,39,0,0,0,2,1,Strogino
Salarevo,52000,15,1,0,50,1,36,Solncevo
Vladykino,42000,7,1,0,50,1,21,Otradnoe
Preobrazhenskaia ploshchad,88000,10,1,0,10,2,62,Preobrazhenskoe
Babushkinskaia,49000,17,1,0,0,2,67,Babuskinski
Park Pobedy,67000,7,1,0,0,2,55,Dorogomilovo
Altufevo,100000,9,1,0,50,3,67,Bibirevo
Ramenki,50000,7,1,0,0,2,67,Ramenki
Solntcevo,50000,8,0,0,50,1,38,Solncevo
Dinamo,32000,13,1,0,50,1,32,Aeroport
Tcaritcyno,65000,15,0,0,50,2,62,Tcaritcyno
Tulskaia,87000,14,1,1,0,3,67,Danilovski
Salarevo,50000,10,0,0,50,1,41,Solncevo
Nekrasovka,45000,3,1,0,50,1,38,Nekrasovka
Bulvar Rokossovskogo,56500,18,1,1,0,1,67,Bogorodskoe
Fonvizinskaia,65000,14,1,1,50,2,67,Butirski
Alekseevskaia,110000,3,1,1,0,3,67,Alekseevski
Fonvizinskaia,85000,12,1,1,50,3,85,Butirski
Okruzhnaia,45000,11,1,1,50,1,67,Timiryazevski
Fonvizinskaia,70000,3,1,1,50,2,63,Butirski
Fonvizinskaia,59000,14,1,1,59,2,54,Butirski
Fonvizinskaia,170000,15,1,1,50,4,112,Butirski
Fonvizinskaia,170000,15,1,1,50,3,112,Butirski
Rasskazovka,45000,13,0,0,50,1,42,Vnukovskoe
Seligerskaia,62000,17,0,0,50,2,55,Beskudnikovski
Fonvizinskaia,58000,13,1,1,50,2,54,Butirski
Bulvar Rokossovskogo,39000,12,0,1,0,2,1,Bogorodskoe
Babushkinskaia,45000,16,1,0,50,1,40,Babuskinski
Novoslobodskaia,155000,4,1,0,0,3,92,Tverskoi
Iuzhnaia,50000,11,1,0,50,2,48,Certanovo Centralnoe
Seligerskaia,39400,9,1,1,0,1,67,Beskudnikovski
Cherkizovskaia,59000,21,1,0,0,2,52,Preobrazhenskoe
Novoperedelkino,55000,8,1,0,50,1,43,Novo-Peredelkino
Prospekt Vernadskogo,85000,9,1,0,50,2,3,Prospect Vernadskogo
Belomorskaia,65000,5,1,1,0,2,67,Levoberegni
Seligerskaia,50000,10,0,0,50,1,42,Beskudnikovski
Prospekt Mira,400000,13,1,0,0,3,250,Meshanski
Solntcevo,40000,18,1,0,50,1,40,Solncevo
TcSKA,150000,10,1,0,30,2,55,Horoshevski
Belorusskaia,70000,7,1,0,50,1,67,Tverskoi
Salarevo,65000,14,1,0,50,3,63,Solncevo
Iugo-Vostochnaia,60000,14,1,0,50,3,60,Vihino-Julebino
Bulvar Rokossovskogo,45000,18,1,0,50,1,34,Bogorodskoe
Piatnitckoe shosse,45000,55,0,0,50,2,47,Mitino
Bratislavskaia,45000,10,1,0,0,2,3,Maruino
Maiakovskaia,151500,10,1,1,0,3,67,Tverskoi
Belorusskaia,90000,7,1,0,50,2,55,Tverskoi
Davydkovo,65000,8,1,0,0,3,51,Mojaiski
Iuzhnaia,85000,5,1,0,0,2,60,Certanovo Centralnoe
Shosse Entuziastov,65000,10,1,0,40,2,65,Perovo
Kuzminki,65000,13,0,0,50,3,78,Kuzminki
Begovaia,50000,13,1,0,50,1,36,Presnenski
Narodnoe Opolchenie,65000,7,1,0,50,1,41,Horoshevo-Mnevniki
Ulitca Gorchakova,30000,10,1,0,60,1,2,Uznoe Butovo
Alma-Atinskaia,57000,23,0,0,50,3,65,Brateevo
Iugo-Vostochnaia,45000,5,1,0,60,2,67,Vihino-Julebino
Prospekt Vernadskogo,50000,13,1,0,50,2,45,Prospect Vernadskogo
Fili,65000,18,1,0,0,1,40,Filevskii Park
Shchukinskaia,35000,11,1,0,70,1,31,Shukino
Skhodnenskaia,42000,4,1,0,100,1,38,Uznoe Tushino
Volzhskaia,58000,14,1,0,50,2,53,Kuzminki
Okruzhnaia,44000,11,1,0,0,1,67,Timiryazevski
Lukhmanovskaia,48000,16,1,0,50,2,67,Kosino-Uhtomski
Prospekt Mira,53000,3,1,0,10,1,39,Meshanski
Salarevo,60000,12,1,0,50,1,36,Solncevo
Mezhdunarodnaia,300000,5,1,0,0,2,67,Presnenski
Varshavskaia,60000,10,1,0,50,2,62,Moskvoreche-Saburovo
Bulvar Rokossovskogo,40000,9,0,0,50,1,67,Bogorodskoe
Nekrasovka,40000,8,1,0,50,1,40,Nekrasovka
VDNKh,43000,18,1,0,50,1,33,Ostankinski
Kutuzovskaia,70000,4,1,0,0,2,57,Dorogomilovo
Ulitca Akademika Iangelia,50000,9,1,0,0,1,67,Certanovo Uznoe
Kolomenskaia,55000,19,1,0,50,1,52,Nagatino-Sadovniki
Salarevo,85000,9,0,0,50,3,81,Solncevo
Belorusskaia,62000,7,1,1,0,1,67,Tverskoi
Salarevo,70000,19,1,0,50,2,56,Solncevo
Oktiabrskaia,200000,5,1,0,0,3,67,Yakimanka
Otradnoe,43000,18,1,0,50,1,39,Otradnoe
Akademicheskaia,44000,12,1,1,0,1,67,Academicheskiy
Paveletckaia,69000,4,1,0,0,1,67,Zamoskvoreche
Chertanovskaia,59000,11,1,0,50,2,46,Certanovo Severnoe
Seligerskaia,65000,11,0,0,0,2,66,Beskudnikovski
Rasskazovka,39000,6,1,0,0,1,67,Vnukovskoe
Tekhnopark,57000,13,1,0,50,1,45,Nagatino-Sadovniki
Okskaia,42990,7,1,0,50,2,40,Ryazanski
TcSKA,62000,11,1,0,0,1,67,Horoshevski
Krestianskaia zastava,85000,6,1,0,50,2,67,Taganski
Belomorskaia,40000,10,1,0,50,1,35,Levoberegni
Iugo-Zapadnaia,70000,11,0,0,50,2,72,Troparevo-Nikulino
Serpukhovskaia,100000,6,1,0,0,3,80,Zamoskvoreche
Tulskaia,47000,6,1,0,60,1,34,Danilovski
Novogireevo,56500,12,0,1,0,3,67,Novogireevo
Dinamo,318500,9,1,1,0,2,67,Aeroport
Planernaia,50000,9,0,0,40,2,46,Severnoe Tushino
Annino,40000,11,1,0,50,1,67,Certanovo Uznoe
Pervomaiskaia,46000,13,1,0,50,1,31,Izmailovo
Fili,180000,9,1,0,0,2,70,Filevskii Park
Shchelkovskaia,45000,11,1,0,50,1,43,Golyanovo
Fili,60000,16,0,0,50,1,36,Filevskii Park
Smolenskaia,90000,9,1,1,30,1,60,Arbat
Skhodnenskaia,40000,16,0,1,60,2,42,Uznoe Tushino
Dmitrovskaia,55000,3,1,1,50,2,40,Butirski
Begovaia,110000,5,1,1,0,2,80,Presnenski
Bratislavskaia,37000,14,1,1,50,1,40,Maruino
Krestianskaia zastava,50000,12,1,1,100,1,34,Taganski
Liublino,30000,6,1,1,100,1,35,Lublino
Krestianskaia zastava,45000,2,1,1,70,2,44,Taganski
Preobrazhenskaia ploshchad,45000,15,0,1,60,1,41,Preobrazhenskoe
Dmitrovskaia,60000,9,1,1,50,2,63,Butirski
Bulvar Rokossovskogo,65000,11,1,1,50,1,48,Bogorodskoe
Iasenevo,45000,11,1,1,70,3,60,Yasenevo
Bulvar Rokossovskogo,32000,12,0,1,50,1,32,Bogorodskoe
Narodnoe Opolchenie,70000,18,1,1,80,2,67,Horoshevo-Mnevniki
Chertanovskaia,60000,13,1,1,50,2,54,Certanovo Severnoe
Rasskazovka,65000,13,0,1,40,3,78,Vnukovskoe
Oktiabrskoe pole,45000,7,1,1,80,2,47,Shukino
Ulitca Akademika Iangelia,36000,11,1,1,100,1,54,Certanovo Uznoe
Smolenskaia,60000,10,1,1,40,1,32,Arbat
Tekhnopark,60000,12,1,1,60,2,54,Nagatino-Sadovniki
Strogino,65000,4,1,1,50,2,56,Strogino
Prospekt Vernadskogo,40000,5,1,1,100,1,37,Prospect Vernadskogo
Krasnopresnenskaia,60000,10,1,1,50,1,38,Presnenski
Kakhovskaia,30000,12,1,1,100,1,36,Zuzino
Mitino,42000,19,1,1,50,1,45,Mitino
Akademicheskaia,90000,7,1,1,50,3,100,Academicheskiy
Shchukinskaia,50000,5,1,1,60,1,40,Shukino
Lefortovo,42000,14,1,1,50,2,46,Lefortovo
Belomorskaia,45000,16,1,1,80,3,60,Levoberegni
Novogireevo,40000,14,0,1,50,2,54,Novogireevo
Pechatniki,35000,6,1,1,100,1,38,Pechatniki
Otradnoe,35000,16,1,1,50,1,36,Otradnoe
Iugo-Zapadnaia,55000,15,1,1,80,2,54,Troparevo-Nikulino
Sokol,85000,4,1,1,0,2,60,Sokol
Zhulebino,30000,12,1,1,50,1,39,Vihino-Julebino
Kommunarka,35000,17,0,1,100,1,46,Sosenskoe
Akademicheskaia,35000,24,1,1,80,1,38,Academicheskiy
Ulitca Starokachalovskaia,43000,4,1,1,50,2,52,Severnoe Butovo
Kolomenskaia,37000,14,0,1,60,1,40,Nagatino-Sadovniki
Davydkovo,60000,11,1,1,80,3,96,Mojaiski
Ramenki,115000,15,1,1,50,3,77,Ramenki
Narodnoe Opolchenie,99000,12,1,1,0,2,120,Horoshevo-Mnevniki
Rimskaia,40000,10,1,1,60,1,38,Taganski
Slavianskii bulvar,40000,16,1,1,50,1,35,Fili-Davidkovo
Kurskaia,65000,13,1,1,50,1,32,Basmanski
Krasnoselskaia,45000,5,1,1,70,1,38,Krasnoselski
Riazanskii prospekt,55000,8,1,1,50,3,53,Ryazanski
Studencheskaia,60000,6,1,1,50,2,50,Dorogomilovo
Voikovskaia,43000,8,1,1,60,1,35,Voikovski
Perovo,40000,13,1,1,80,1,38,Novogireevo
Preobrazhenskaia ploshchad,37000,15,1,1,80,1,40,Preobrazhenskoe
Prospekt Mira,90000,8,1,1,0,2,70,Meshanski
Buninskaia Alleia,33000,9,0,1,60,1,40,Uznoe Butovo
Buninskaia Alleia,30000,14,1,1,50,1,39,Uznoe Butovo
Ulitca 1905 goda,90000,7,1,1,30,3,76,Presnenski
Domodedovskaia,32000,21,0,1,70,1,38,Orehovo-Borisovo Uzhnoe
Park Pobedy,115000,7,1,1,50,2,60,Dorogomilovo
Profsoiuznaia,37000,14,1,1,80,1,38,Academicheskiy
Bibirevo,37000,15,1,1,60,1,40,Bibirevo
Leninskii prospekt,110000,4,1,1,0,2,100,Donskoi
Novoiasenevskaia,35000,10,1,1,50,1,40,Yasenevo
Altufevo,39000,8,1,1,50,1,40,Bibirevo
Petrovskii park,65000,10,1,1,50,3,82,Aeroport
Barrikadnaia,85000,11,1,1,30,2,60,Presnenski
Tekstilshchiki,40000,5,1,1,50,2,47,Tekstilshchiki
Rimskaia,55000,11,1,1,50,2,46,Taganski
Solntcevo,65000,19,1,1,50,2,52,Solncevo
Ulitca 1905 goda,55000,9,1,1,50,2,60,Presnenski
Pervomaiskaia,40000,8,1,1,70,2,38,Izmailovo
Bagrationovskaia,65000,7,1,1,80,2,51,Filevskii Park
Fili,115000,18,1,1,50,3,70,Filevskii Park
Kantemirovskaia,58000,14,1,1,45,2,69,Tcaritcyno
Tekstilshchiki,50000,7,1,1,50,2,43,Tekstilshchiki
Beliaevo,45000,17,1,1,70,2,49,Konkovo
Kurskaia,65000,11,1,1,80,2,40,Basmanski
Rimskaia,43000,17,1,1,50,1,32,Taganski
Pervomaiskaia,30000,19,1,1,100,1,30,Izmailovo
Novokosino,45000,13,1,1,100,2,55,Novokosino
Otradnoe,52000,14,1,1,50,3,58,Otradnoe
Smolenskaia,65000,3,1,1,80,1,40,Arbat
Govorovo,50000,9,1,1,60,2,52,Solncevo
Planernaia,35000,14,0,1,80,1,39,Severnoe Tushino
Voikovskaia,70000,12,1,1,70,1,45,Voikovski
Tulskaia,70000,12,1,1,50,2,65,Danilovski
Pionerskaia,45000,4,1,1,70,1,45,Fili-Davidkovo
Vodnyi stadion,40000,17,1,1,100,2,45,Golovinski
Alma-Atinskaia,30000,14,1,1,70,1,38,Brateevo
Petrovsko-Razumovskaia,37000,14,1,1,50,1,40,Timiryazevski
Chertanovskaia,65000,8,1,1,40,2,60,Certanovo Severnoe
Butyrskaia,45000,13,1,1,0,1,36,Butirski
Petrovskii park,63000,12,1,1,50,2,48,Aeroport
Shchukinskaia,50000,20,1,1,100,2,45,Shukino
Ulitca 1905 goda,90000,6,1,1,0,2,60,Presnenski
Dostoevskaia,50000,11,1,1,100,1,40,Tverskoi
Botanicheskii sad,55000,7,1,1,70,1,42,Sviblovo
Tulskaia,47000,12,1,1,70,2,43,Danilovski
Beliaevo,53000,13,1,1,60,2,46,Konkovo
Lukhmanovskaia,32000,12,0,1,60,1,42,Kosino-Uhtomski
Lomonosovskii prospekt,70000,7,1,1,60,3,68,Ramenki
Belorusskaia,55000,16,1,1,50,1,45,Tverskoi
Proletarskaia,65000,9,1,1,100,2,50,Taganski
Oktiabrskaia,65000,5,1,1,50,1,67,Yakimanka
Krasnopresnenskaia,65000,12,1,1,70,3,80,Presnenski
Vladykino,50000,8,1,1,50,2,40,Otradnoe
Park kultury,70000,11,1,1,50,3,70,Hamovniki
Olkhovaia,41000,16,1,1,50,1,43,Sosenskoe
Kaluzhskaia,100000,18,1,1,0,3,62,Obruchevski
Marina Roshcha,45000,4,1,1,70,1,35,Maruina Rocha
Konkovo,85000,6,1,1,0,4,100,Teplui Stan
Kantemirovskaia,55000,13,1,1,50,3,75,Tcaritcyno
Kolomenskaia,55000,5,1,1,50,3,60,Nagatino-Sadovniki
Michurinskii prospekt,50000,13,1,1,50,1,45,Ramenki
Iuzhnaia,50000,5,1,1,30,2,51,Certanovo Centralnoe
Ozernaia,50000,10,0,1,100,1,43,Ochakovo-Matveevskoe
Bulvar Admirala Ushakova,42000,5,1,1,50,1,40,Uznoe Butovo
Babushkinskaia,38000,16,1,1,100,2,51,Babuskinski
Volzhskaia,32000,12,1,1,80,1,33,Kuzminki
Prospekt Vernadskogo,60000,7,1,1,50,2,67,Prospect Vernadskogo
Rasskazovka,50000,13,0,1,0,1,43,Vnukovskoe
Oktiabrskoe pole,45000,18,0,1,60,2,60,Shukino
Proletarskaia,50000,7,1,1,50,1,67,Taganski
Marina Roshcha,40000,16,1,1,100,1,42,Maruina Rocha
Ziablikovo,38000,12,1,1,80,1,40,Zyablikovo
Prospekt Vernadskogo,85000,9,1,1,50,2,3,Prospect Vernadskogo
Belorusskaia,57000,16,1,1,50,2,63,Tverskoi
Fili,70000,16,1,1,60,1,30,Filevskii Park
Shosse Entuziastov,53000,7,1,1,50,2,55,Perovo
Perovo,60000,19,1,1,70,2,62,Novogireevo
Botanicheskii sad,35000,20,1,1,50,1,36,Sviblovo
Prokshino,70000,12,0,1,50,3,85,Sosenskoe
Paveletckaia,115000,7,1,1,30,1,45,Zamoskvoreche
Piatnitckoe shosse,34000,15,1,1,70,1,40,Mitino
Timiriazevskaia,55000,14,1,1,60,1,67,Timiryazevski
Novogireevo,45000,21,1,1,80,3,56,Novogireevo
Kievskaia,65000,5,1,1,50,1,35,Dorogomilovo
Seligerskaia,110000,11,0,1,0,3,90,Beskudnikovski
Borovskoe shosse,38000,17,1,1,100,2,44,Novo-Peredelkino
Shabolovskaia,55000,6,1,1,70,2,48,Donskoi
Nagornaia,50000,10,1,1,50,2,38,Nagorni
Verkhnie Likhobory,39000,5,1,1,50,1,40,Beskudnikovski
Rasskazovka,38000,18,1,1,50,1,30,Vnukovskoe
Kutuzovskaia,85000,5,1,1,30,2,68,Dorogomilovo
Paveletckaia,90000,5,1,1,0,3,65,Zamoskvoreche
Buninskaia Alleia,30000,9,1,1,35,1,35,Uznoe Butovo
Park kultury,60000,9,1,1,50,3,67,Hamovniki
Paveletckaia,90000,5,1,1,0,3,65,Zamoskvoreche
Iasenevo,45000,23,1,1,50,2,2,Yasenevo
Sevastopolskaia,43000,6,1,1,50,1,30,Zuzino
Akademicheskaia,68000,11,1,1,50,2,52,Academicheskiy
Smolenskaia,70000,9,1,1,0,2,62,Arbat
Ramenki,55000,14,1,1,50,1,24,Ramenki
Sokol,85000,2,1,1,50,2,65,Sokol
Oktiabrskoe pole,48000,16,1,1,50,2,67,Shukino
Profsoiuznaia,70000,11,1,1,50,3,80,Academicheskiy
Beliaevo,47000,7,1,1,80,1,30,Konkovo
Kuzminki,40000,14,1,1,70,2,40,Kuzminki
Vodnyi stadion,45000,13,0,1,60,1,67,Golovinski
Park kultury,60000,9,1,1,50,3,67,Hamovniki
Nakhimovskii prospekt,55000,10,1,1,50,1,42,Zuzino
Arbatskaia,85000,10,1,1,0,1,44,Arbat
Strogino,50000,12,1,1,45,2,56,Strogino
Prokshino,85000,15,0,1,40,4,105,Sosenskoe
Fili,90000,21,1,1,50,2,42,Filevskii Park
Rasskazovka,32000,14,0,1,50,1,67,Vnukovskoe
Akademicheskaia,118000,9,1,1,30,2,50,Academicheskiy
Iuzhnaia,70000,5,1,1,30,2,60,Certanovo Centralnoe
Akademicheskaia,65000,18,1,1,35,2,55,Academicheskiy
Rizhskaia,52000,8,1,1,30,1,34,Meshanski
Michurinskii prospekt,65000,9,1,1,0,1,52,Ramenki
Konkovo,60000,13,1,1,50,3,65,Teplui Stan
Volzhskaia,60000,9,1,1,0,2,68,Kuzminki
Rasskazovka,65000,13,0,1,40,3,80,Vnukovskoe
Ramenki,50000,14,1,1,50,1,3,Ramenki
Ramenki,55000,14,1,1,50,1,23,Ramenki
Babushkinskaia,37000,15,1,1,50,1,34,Babuskinski
Filatov Lug,30000,56,0,1,80,2,45,Sosenskoe
Dinamo,50000,5,1,1,50,1,33,Aeroport
Okskaia,50000,11,1,1,50,3,73,Ryazanski
Bulvar Admirala Ushakova,33000,7,1,1,50,1,40,Uznoe Butovo
Bulvar Admirala Ushakova,37000,13,1,1,50,1,35,Uznoe Butovo
Rechnoi vokzal,50000,22,1,1,60,2,44,Levoberegni
Sokolniki,85000,5,1,1,30,3,70,Sokolniki
Salarevo,60000,8,0,1,50,1,38,Solncevo
Dubrovka,65000,4,1,1,50,2,57,Uznoportovi
Krestianskaia zastava,40000,4,1,1,50,1,54,Taganski
Govorovo,50000,9,1,1,60,1,55,Solncevo
Belorusskaia,45000,10,1,1,50,2,44,Tverskoi
Rasskazovka,50000,19,0,1,60,3,76,Vnukovskoe
Sviblovo,40000,9,1,1,50,1,40,Sviblovo
Dinamo,110000,8,1,1,50,2,44,Aeroport
Kommunarka,45000,11,1,1,60,2,58,Sosenskoe
Kolomenskaia,40000,18,0,1,50,1,40,Nagatino-Sadovniki
Novogireevo,45000,11,1,1,70,3,55,Novogireevo
Otradnoe,100000,19,1,1,50,3,63,Otradnoe
Davydkovo,45000,10,1,1,50,2,44,Mojaiski
Shchukinskaia,50000,9,1,1,50,2,46,Shukino
Rasskazovka,50000,10,0,1,70,2,62,Vnukovskoe
Ulitca Akademika Iangelia,47000,9,0,1,50,3,49,Certanovo Uznoe
Aeroport,46000,12,1,1,50,1,32,Aeroport
Kievskaia,110000,10,1,1,0,3,75,Dorogomilovo
Rasskazovka,65000,13,1,1,60,2,64,Vnukovskoe
Narodnoe Opolchenie,70000,10,1,1,40,2,55,Horoshevo-Mnevniki
Preobrazhenskaia ploshchad,65000,18,1,1,50,3,59,Preobrazhenskoe
Dmitrovskaia,85000,10,1,1,25,3,83,Butirski
Olkhovaia,33000,26,0,1,60,1,37,Sosenskoe
Olkhovaia,35000,9,0,1,50,1,40,Sosenskoe
Alekseevskaia,55000,5,1,1,50,1,40,Alekseevski
Belorusskaia,50000,7,1,1,50,1,32,Tverskoi
Kantemirovskaia,39000,10,1,1,40,1,39,Tcaritcyno
Smolenskaia,110000,9,1,1,0,2,67,Arbat
Pervomaiskaia,35000,10,1,1,50,1,33,Izmailovo
Park kultury,100000,6,1,1,0,2,70,Hamovniki
Bratislavskaia,41000,14,0,1,50,2,58,Maruino
Babushkinskaia,49000,9,0,1,50,2,63,Babuskinski
Taganskaia,70000,7,1,1,0,2,54,Taganski
Bulvar Rokossovskogo,70000,22,1,1,50,3,90,Bogorodskoe
Miakinino,35000,17,1,1,50,1,42,Strogino
Krasnogvardeiskaia,33000,5,1,1,50,1,33,Zyablikovo
Akademicheskaia,38000,14,1,1,80,1,40,Academicheskiy
Tushinskaia,55000,14,1,1,50,2,67,Pokrovskoe-Streshnevo
Bagrationovskaia,110000,13,1,1,0,2,70,Filevskii Park
Novokuznetckaia,105000,5,1,1,50,2,64,Zamoskvoreche
Narodnoe Opolchenie,48000,19,1,1,50,1,38,Horoshevo-Mnevniki
Akademicheskaia,45000,5,1,1,80,2,44,Academicheskiy
Sviblovo,45000,9,0,1,40,1,42,Sviblovo
Novoperedelkino,45000,13,1,1,30,2,54,Novo-Peredelkino
Mitino,40000,9,1,1,50,1,36,Mitino
Filatov Lug,65000,6,1,1,50,3,80,Sosenskoe
Iugo-Zapadnaia,55000,8,1,1,50,2,54,Troparevo-Nikulino
Serpukhovskaia,100000,6,1,1,0,3,80,Zamoskvoreche
Ulitca 1905 goda,50000,8,1,1,50,1,33,Presnenski
Izmailovskaia,60000,10,1,1,50,2,54,Sokolinaya Gora
Filatov Lug,33000,22,0,1,50,1,67,Sosenskoe
Rimskaia,55000,15,1,1,50,2,38,Taganski
Kievskaia,55000,7,1,1,40,1,37,Dorogomilovo
Bulvar Rokossovskogo,40000,8,1,1,60,2,59,Bogorodskoe
Fili,60000,18,1,1,50,2,45,Filevskii Park
Fili,60000,18,1,1,25,2,45,Filevskii Park
Zhulebino,33500,7,1,1,80,1,41,Vihino-Julebino
Skhodnenskaia,50000,14,0,1,50,2,38,Uznoe Tushino
Fonvizinskaia,50000,8,1,1,50,2,54,Butirski
Dinamo,55000,15,1,1,50,3,89,Aeroport
Pionerskaia,35000,6,1,1,50,1,44,Fili-Davidkovo
Oktiabrskoe pole,60000,6,1,1,50,3,57,Shukino
Chertanovskaia,35000,18,1,1,50,1,37,Certanovo Severnoe
Ozernaia,60000,8,1,1,50,2,58,Ochakovo-Matveevskoe
Profsoiuznaia,45000,15,1,1,60,2,45,Academicheskiy
Strogino,70000,11,1,1,50,3,65,Strogino
Botanicheskii sad,35000,7,1,1,70,1,35,Sviblovo
Prospekt Vernadskogo,45000,13,1,1,30,2,57,Prospect Vernadskogo
Sviblovo,60000,4,0,1,50,2,43,Sviblovo
Seligerskaia,59000,13,1,1,50,1,29,Beskudnikovski
Olkhovaia,30000,26,0,1,60,1,33,Sosenskoe
Dmitrovskaia,35000,7,1,1,80,1,35,Butirski
Olkhovaia,35000,28,0,1,50,1,32,Sosenskoe
Chertanovskaia,40000,7,1,1,50,1,44,Certanovo Severnoe
Borovskoe shosse,57000,3,1,1,70,2,54,Novo-Peredelkino
Shchukinskaia,44000,14,0,1,40,2,45,Shukino
Beliaevo,40000,16,1,1,100,1,34,Konkovo
Strogino,45000,5,1,1,50,1,40,Strogino
Kurskaia,90000,11,1,1,30,2,58,Basmanski
Otradnoe,65000,11,1,1,60,2,52,Otradnoe
Novokosino,43000,15,1,1,60,2,50,Novokosino
Prospekt Vernadskogo,50000,7,1,1,50,1,18,Prospect Vernadskogo
Kuzminki,40000,2,0,1,40,2,50,Kuzminki
Proletarskaia,47000,7,1,1,70,2,44,Taganski
Bulvar Dmitriia Donskogo,42000,12,1,1,50,1,40,Severnoe Butovo
Lomonosovskii prospekt,45000,13,1,1,100,2,45,Ramenki
Kommunarka,40000,14,0,0,50,1,45,Sosenskoe
Izmailovskaia,184000,11,1,1,0,3,67,Sokolinaya Gora
Ulitca 1905 goda,56000,12,1,0,40,2,45,Presnenski
Okruzhnaia,46500,11,1,1,0,1,67,Timiryazevski
Oktiabrskoe pole,71000,7,1,1,0,1,67,Shukino
Volokolamskaia,60000,11,1,0,40,3,67,Mitino
Rasskazovka,57000,13,0,0,50,3,72,Vnukovskoe
Nakhimovskii prospekt,65000,11,1,0,50,1,46,Zuzino
Bratislavskaia,50000,21,1,0,50,1,40,Maruino
Sukharevskaia,65000,6,1,0,0,2,45,Krasnoselski
Salarevo,55000,19,1,0,50,1,41,Solncevo
Piatnitckoe shosse,54000,10,0,0,50,1,67,Mitino
Lomonosovskii prospekt,165000,13,1,0,0,3,70,Ramenki
Govorovo,47000,9,1,0,50,1,46,Solncevo
Sokolniki,50000,16,1,0,0,1,32,Sokolniki
Belomorskaia,43000,12,1,0,0,1,45,Levoberegni
Polezhaevskaia,53000,7,1,0,35,1,67,Horoshevski
Bibirevo,55000,8,1,0,50,2,47,Bibirevo
Kommunarka,44000,11,1,1,0,1,67,Sosenskoe
Okruzhnaia,37000,10,1,0,0,1,67,Timiryazevski
Baumanskaia,45000,13,1,0,0,1,30,Basmanski
Bibirevo,55000,14,0,0,50,2,52,Bibirevo
Shelepikha,115000,14,1,0,25,2,67,Presnenski
Petrovskii park,70000,8,1,0,50,3,70,Aeroport
Cherkizovskaia,65000,14,1,0,0,2,56,Preobrazhenskoe
Babushkinskaia,45000,14,0,0,60,1,67,Babuskinski
Dinamo,150000,11,1,0,0,3,67,Aeroport
Ulitca Skobelevskaia,57000,15,1,0,50,2,53,Uznoe Butovo
Piatnitckoe shosse,45000,10,0,0,50,1,36,Mitino
Marino,95000,13,1,0,60,4,122,Maruino
Olkhovaia,49900,15,0,1,40,2,60,Sosenskoe
Okskaia,62800,19,1,1,40,2,3,Ryazanski
Ulitca Skobelevskaia,54900,11,1,1,40,2,9,Uznoe Butovo
Okskaia,37300,14,1,1,40,1,67,Ryazanski
Annino,53600,12,1,1,40,1,36,Certanovo Uznoe
Annino,49900,10,1,1,40,1,5,Certanovo Uznoe
Filatov Lug,36000,26,0,1,40,2,5,Sosenskoe
Buninskaia Alleia,41400,14,0,1,40,1,8,Uznoe Butovo
Olkhovaia,47500,16,0,1,40,1,7,Sosenskoe
Prazhskaia,41400,15,1,1,40,1,5,Certanovo Centralnoe
Mitino,48800,20,1,1,40,1,67,Mitino
Salarevo,86400,12,1,1,0,2,67,Solncevo
Okskaia,57000,14,1,1,40,2,67,Ryazanski
Salarevo,35000,15,1,1,40,1,67,Solncevo
Annino,54900,12,1,1,40,1,67,Certanovo Uznoe
Alma-Atinskaia,37300,12,1,1,40,1,67,Brateevo
Buninskaia Alleia,36800,23,0,1,40,1,9,Uznoe Butovo
Okskaia,57700,19,1,1,40,2,3,Ryazanski
Salarevo,49400,28,0,1,40,2,59,Solncevo
